smiles,name,sources,n_sources
COP(=O)(O)OCC1OC(n2c(C(=O)O)cc(=O)[nH]c2=O)C(O)C1O,,local|unified,2
COP(=O)(O)OCC1OC(n2cc(Br)c(=O)[nH]c2=O)CC1O,,local|unified,2
COP(=O)(O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1O,,local|unified,2
COP(=O)(O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1O,,local|unified,2
COP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,,local|unified,2
COP(=O)(O)OCC1OC(n2ccc(N)nc2=O)CC1O,,local|unified,2
COP(=O)(O)OCC1OC(n2cnc(C(N)=O)c2N)C(O)C1O,,local|unified,2
COP(=O)(O)OCC1OC2Nc3[nH]c(N)nc(=O)c3NC2C(S)=C1S,,local|unified,2
COP(=O)(O)OCCCc1c[nH]c2ccccc12,,local|unified,2
COP(=O)(O)OCCN(Br)C(C)=O,,local|unified,2
COP(=O)(O)OCC[N+](C)(C)C,,local|unified,2
COP(=O)(O)OCCc1sc[n+](Cc2cnc(C)nc2N)c1C,,local|unified,2
COP(=O)(O)OCc1cnc(C)c(O)c1CN,,local|unified,2
COP(=O)(O)OP(=O)(O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1O,,local|unified,2
COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O,,local|unified,2
COP(=O)(O)OP(=O)(O)OCC=C(C)C,,local|unified,2
COP(=O)(O)OP(=O)(O)OCC=C(C)CCC=C(C)C,,local|unified,2
COP(=O)(O)OP(=O)(O)OCC=C(C)CCC=C(C)CCC=C(C)C,,local|unified,2
COP(=O)(O)OP(=O)(O)OCC=CCCC=C(C)C,,local|unified,2
COP(=O)(O)OP(=O)(O)OCCC(C)(O)CC(=O)O,,local|unified,2
COP(=O)(O)OP(=O)(O)OCCNc1ccc([N+](=O)[O-])cc1,,local|unified,2
COP(=O)(O)OP(=O)(O)OP(=O)(O)O,,local|unified,2
COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1C=CC(n2cc(C)c(=O)[nH]c2=O)O1,,local|unified,2
COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1CCC(n2cnc3c(N)ncnc32)O1,,local|unified,2
COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,,local|unified,2
COP(=O)(O)OP(=O)([O-])O,,local|unified,2
COP(=O)(O)Oc1ccc([N+](=O)[O-])cc1,,local|unified,2
COP(=O)(O)c1ccc(C(N)(C(=O)O)C2CC2)cc1,,local|unified,2
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,,local|unified,2
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,,local|unified,2
COP(=O)(OC)OC=C(Cl)Cl,,local|unified,2
COP(=O)(OC1OC(COP(=O)(O)O)C(O)C1O)OP(=O)(O)O,,local|unified,2
COP(=O)(OCC1C=CC(n2cc(C)c(=O)[nH]c2=O)O1)OP(=O)(O)OP(=O)(O)O,,local|unified,2
COP(=O)(OCC1CCC(n2cnc3c(N)ncnc32)O1)OP(=O)(O)OP(=O)(O)O,,local|unified,2
COP(=O)(OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1O)OP(=O)(O)O,,local|unified,2
COP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O)OP(=O)(O)OP(=O)(O)O,,local|unified,2
COP(=O)(OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)OC(=O)C(N)CO,,local|unified,2
COP(=O)(OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O)OP(=O)(O)O,,local|unified,2
COP(=O)(OCC=C(C)C)OP(=O)(O)O,,local|unified,2
COP(=O)(OCC=C(C)CCC=C(C)C)OP(=O)(O)O,,local|unified,2
COP(=O)(OCC=C(C)CCC=C(C)CCC=C(C)C)OP(=O)(O)O,,local|unified,2
COP(=O)(OCC=CCCC=C(C)C)OP(=O)(O)O,,local|unified,2
COP(=O)(OCCC(C)(O)CC(=O)O)OP(=O)(O)O,,local|unified,2
COP(=O)(OCCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])OP(=O)([O-])O,,local|unified,2
COP(=O)(OCCNc1ccc([N+](=O)[O-])cc1)OP(=O)(O)O,,local|unified,2
COP(=O)(OCCNc1ccccc1[N+](=O)[O-])OP(=O)([O-])O,,local|unified,2
COP(=O)(OP(=O)(O)O)OP(=O)(O)O,,local|unified,2
COP(=O)(OP(=O)(O)O)OP(=O)(O)OCC1C=CC(n2cc(C)c(=O)[nH]c2=O)O1,,local|unified,2
COP(=O)(OP(=O)(O)O)OP(=O)(O)OCC1CCC(n2cnc3c(N)ncnc32)O1,,local|unified,2
COP(=O)(OP(=O)(O)O)OP(=O)(O)OCC1OC(n2ccc(=O)[nH]c2=O)C(O)C1O,,local|unified,2
COP(=O)([O-])O,,local|unified,2
COP(=O)([O-])OP(=O)(O)O,,local|unified,2
COP(=O)([O-])OP(=O)(O)OCCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,local|unified,2
COP(=O)([O-])OP(=O)(O)OCCNc1ccccc1[N+](=O)[O-],,local|unified,2
COP(=O)([O-])OP(=O)([O-])O,,local|unified,2
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,,local|unified,2
COP(=S)(OC)Oc1ccc(SC)c(C)c1,,local|unified,2
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)c(C)c2)cc1,,local|unified,2
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)c(O)c2)cc1,,local|unified,2
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,,local|unified,2
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2C)cc1,,local|unified,2
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2O)cc1,,local|unified,2
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,,local|unified,2
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(O)c1,,local|unified,2
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,,local|unified,2
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1C,,local|unified,2
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1O,,local|unified,2
COP(=S)(OC)SCn1nnc2ccccc2c1=O,,local|unified,2
COP(C)(=O)CCC(N)C(=O)O,,local|unified,2
COP(N)(=O)SC,,local|unified,2
COP1(=O)OC2C(CO)OC(n3cnc4c(N)ncnc43)C2O1,,local|unified,2
COP1(=O)OC2C(O)C(O)C(O)C(O)C2O1,,local|unified,2
COP1(=O)OCC2OC(n3c(Br)nc4c(N)ncnc43)C(O)C2O1,,local|unified,2
COP1(=O)OCC2OC(n3c(CS)nc4c(N)ncnc43)C(O)C2O1,,local|unified,2
COS(=O)(=O)C1CC2=CC(=NC(N)=O)C(=O)C=C2N1C,,local|unified,2
COS(=O)(=O)CC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,,local|unified,2
COS(=O)(=O)CCCN,,local|unified,2
COS(=O)(=O)CCS,,local|unified,2
COS(=O)(=O)CCSC,,local|unified,2
COS(=O)(=O)CNNC(=O)c1ccncc1,,local|unified,2
COS(=O)(=O)N1C(=O)C(NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C1COC(N)=O,,local|unified,2
COS(=O)(=O)O,,local|unified,2
COS(=O)(=O)O[n+]1c(N)cc(N2CCCCC2)nc1N,,local|unified,2
COS(=O)(=O)SS(=O)(=O)O,,local|unified,2
COS(=O)(=O)c1cc(N=C=S)ccc1C=Cc1ccc(SC#N)cc1S(=O)(=O)O,,local|unified,2
COS(=O)(=O)c1cc(SC#N)ccc1C=Cc1ccc(N=C=S)cc1S(=O)(=O)O,,local|unified,2
COS(=O)(=O)c1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,,local|unified,2
COS(=O)(=O)c1ccc(O)cc1,,local|unified,2
COS(=O)CC(=O)C(=O)O,,local|unified,2
COS(C)(=O)=O,,local|unified,2
COS(N)(=O)=O,,local|unified,2
CO[As](=O)([O-])[O-],,local|unified,2
CO[B-](O)(O)C(Cc1cccc2ccccc12)NC(C)=O,,local|unified,2
CO[N+](=O)[O-],,local|unified,2
CO[SH]1(=O)CC1,,local|unified,2
CO[Si](CCCN1CCCCC1)(c1ccc(F)cc1)C1CCCCC1,,local|unified,2
COc1[nH]c(O)c2c3c(c4c(c12)=c1ccccc1=N4)N=c1ccccc1=3,,local|unified,2
COc1[nH]c2ccccc2c1-c1[nH]c2ccccc2c1N=O,,local|unified,2
COc1c(-c2ccc(O)cc2)oc2cc(=O)c(OC)c(O)c-2c1O,,local|unified,2
COc1c(C(C)C)cc2c(c1O)C13CCCC(C)(C)C1CC2OC3=O,,local|unified,2
COc1c(C)c(C)cc2c1C(=O)c1ccccc1C2=O,,local|unified,2
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,,local|unified,2
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,local|unified,2
COc1c(C)c2c(c(O)c1CC=C(C)CCC(O)OCCN1CCOCC1)C(=O)OC2,,local|unified,2
COc1c(C)c2c(c(OC(C)=O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,local|unified,2
COc1c(C)c2c(c(OC)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,,local|unified,2
COc1c(C)c2c(c(OC)c1OC)-c1cc3c(cc1C(=O)C1COC(=O)C1C2)OCO3,,local|unified,2
COc1c(C)cc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,,local|unified,2
COc1c(C)n(C)ccc1=O,,local|unified,2
COc1c(C)ncc(COP(=O)(O)O)c1CN,,local|unified,2
COc1c(C2COc3cc(O)ccc3C2=O)ccc(O)c1CC=C(C)C,,local|unified,2
COc1c(C=O)c(C)cc2c1C(C)(C)CCC2(C)C,,local|pyrfume|unified,3
COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O,,local|unified,2
COc1c(CC=C(C)C)c(O)c(C(=O)c2ccc(O)cc2)c(O)c1CC=C(C)C,,local|unified,2
COc1c(CC=C(C)C)c(O)c(CC=C(C)C)c2c1C(=O)CC(c1ccc(O)cc1)O2,,local|unified,2
COc1c(CC=C(C)C)c(O)c2c(c1CC=C(C)C)OC(c1ccc(O)cc1)CC2=O,,local|unified,2
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,,local|unified,2
COc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,,local|unified,2
COc1c(Cl)ccc(Cl)c1C(=O)O,,local|unified,2
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,local|unified,2
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,local|unified,2
COc1c(O)c(C(C)C)cc2c1C13CCCC(C)(C)C1CC2OC3=O,,local|unified,2
COc1c(O)c(C)c(CC=C(C)CCC=C(C)C)c(O)c1OC,,local|unified,2
COc1c(O)c(C)c2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O,,local|unified,2
COc1c(O)c(O)c2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O,,local|unified,2
COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c(O)c(OC)c6c(c(c1CC(C)(O)C6C(C)=O)c23)c54,,local|unified,2
COc1c(O)c2c(=O)cc(OC)c3c4c(OC)cc(=O)c5c(O)c(OC)c6c(c(c1CC(C)C6C(C)=O)c23)c54,,local|unified,2
COc1c(O)c2c(=O)cc3c4c5c(cc(=O)c6c(O)c(OC)c(CC(C)O)c(c(c1CC(C)O)c24)c65)OCO3,,local|unified,2
COc1c(O)c2c(c(OC)c1OC)-c1cc3c(cc1C(=O)C1COC(=O)C1C2)OCO3,,local|unified,2
COc1c(O)cc(O)cc1O,,local|unified,2
COc1c(O)cc2c(c1Cl)CCNCC2c1ccccc1,,local|unified,2
COc1c(O)cc2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O,,local|unified,2
COc1c(O)cc2c(c1O)C1OC(COC(C)=O)C(O)C(O)C1OC2=O,,local|unified,2
COc1c(O)cc2c(c1OC(C)=O)C1OC(CO)C(O)C(O)C1OC2=O,,local|unified,2
COc1c(O)cc2c(c1OC)C1OC(CO)C(O)C(O)C1OC2=O,,local|unified,2
COc1c(O)cc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,,local|unified,2
COc1c(O)ccc2c1-c1cc(O)cc3c1C(C2)N(C)CC3,,local|unified,2
COc1c(O)ccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,,local|unified,2
COc1c(O)cccc1-c1ccccc1O,,local|unified,2
COc1c(O)cccc2cc(=O)c(O)c(O)c1-2,,local|unified,2
COc1c(OC(C)=O)cc2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O,,local|unified,2
COc1c(OC(F)F)ccc(-c2ccc(=O)[nH]n2)c1C,,local|unified,2
COc1c(OC(F)F)ccc(-c2ccc(=O)[nH]n2)c1O,,local|unified,2
COc1c(OC)c2occc2c2oc(=O)ccc12,,local|unified,2
COc1c2c(O)c(O)cccc-2cc(=O)c1O,,local|unified,2
COc1c2c(cc3c1OCO3)CCN(C)C2,,local|unified,2
COc1c2ccoc2cc2oc(=O)ccc12,,local|unified,2
COc1c2occ(-c3ccc(O)cc3)c(O)c-2c(O)cc1=O,,local|unified,2
COc1c2occc2c(CC(O)C(C)(C)O)c2ccc(=O)oc12,,local|unified,2
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,,local|unified,2
COc1c2occc2cc2ccc(=O)oc12,,local|unified,2
COc1c[n+](-c2ccccc2)ncc1N,,local|unified,2
COc1cc(-c2c3n(c4c(O)oc5cc(=O)c(OC)cc-5c24)CCc2c-3cc(OC)c(OC)c2OC)ccc1O,,local|unified,2
COc1cc(-c2cc(C)c(=O)[nH]n2)ccc1OC(F)F,,local|unified,2
COc1cc(-c2cc(O)c(=O)[nH]n2)ccc1OC(F)F,,local|unified,2
COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,,local|unified,2
COc1cc(-c2ccccc2)oc2cc(=O)c(O)cc1-2,,local|unified,2
COc1cc(-c2ccccc2)oc2cc(=O)cc(O)c1-2,,local|unified,2
COc1cc(-c2n[nH]c(=O)cc2C)ccc1OC(F)F,,local|unified,2
COc1cc(-c2n[nH]c(=O)cc2O)ccc1OC(F)F,,local|unified,2
COc1cc(-c2nc3c(C(N)=O)cccc3[nH]2)ccc1C,,local|unified,2
COc1cc(-c2nc3c(C(N)=O)cccc3[nH]2)ccc1O,,local|unified,2
COc1cc(-c2oc3cc(=O)cc(O)c-3c(O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,,local|unified,2
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,,local|unified,2
COc1cc(/C=C/C(=O)O)ccc1O,,local|pyrfume|unified,3
COc1cc(/C=C/C(C)=O)ccc1O,,local|pyrfume|unified,3
COc1cc(/C=C/C=O)cc(OC)c1O,,local|pyrfume|unified,3
COc1cc(/C=C/C=O)ccc1O,,local|pyrfume|unified,3
COc1cc(=O)cc2oc(-c3ccccc3)cc(O)c1-2,,local|unified,2
COc1cc(C(=N)N)ccc1C=Cc1ccc(C(=N)N)cc1,,local|unified,2
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,,local|unified,2
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(C)c1OC,,local|unified,2
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(O)c1OC,,local|unified,2
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,,local|unified,2
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,,local|unified,2
COc1cc(C(=O)O)cc(OC)c1O,,local|pyrfume|unified,3
COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,,local|unified,2
COc1cc(C(C)(C)C)c(O)cc1C(C)(C)C,,local|unified,2
COc1cc(C(C)=O)cc(OC)c1O,,local|pyrfume|unified,3
COc1cc(C(C)C)ccc1C,,local|pyrfume|unified,3
COc1cc(C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)c([N+](=O)[O-])cc1OC,,local|unified,2
COc1cc(C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])c([N+](=O)[O-])cc1OC.[Na+].[Na+].[Na+].[Na+],,local|unified,2
COc1cc(C(N)C(=O)O)ccc1C(=O)O,,local|unified,2
COc1cc(C(O)C(=O)O)ccc1O,,local|unified,2
COc1cc(C(O)C(C)N)ccc1O,,local|unified,2
COc1cc(C(O)CN)c(F)cc1O,,local|unified,2
COc1cc(C(O)CN)ccc1O,,local|unified,2
COc1cc(C(O)CO)ccc1OS(=O)(=O)O,,local|unified,2
COc1cc(C(O)CO)ccc1OS(=O)(=O)[O-],,local|unified,2
COc1cc(C)c(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,,local|unified,2
COc1cc(C)c(C=CC(=O)OCCc2ccccc2)cc1OC,,local|unified,2
COc1cc(C)c(C=CC(C)=CC=CC(C)CC(=O)O)c(C)c1,,local|unified,2
COc1cc(C)c(CC[NH+](C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC,,local|unified,2
COc1cc(C)c(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,,local|unified,2
COc1cc(C)c(OCc2ccc(COc3c(Cl)cccc3Cl)cc2)c(Cl)c1,,local|unified,2
COc1cc(C)c2c(=O)c(-c3ccc(O)cc3)coc2c1,,local|unified,2
COc1cc(C)c2c(=O)cc(-c3ccccc3)oc2c1,,local|unified,2
COc1cc(C)c2c(c1)C13CCCCC1C(C2)NCC3,,local|unified,2
COc1cc(C)c2c(c1)CCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,,local|unified,2
COc1cc(C)c2c(c1)CCC1C2CCC2(C)C(NCCCCCCN3C(=O)C=CC3=O)CCC12,,local|unified,2
COc1cc(C)c2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1ccc(Cl)cc1,,local|unified,2
COc1cc(C)c2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,,local|unified,2
COc1cc(C)c2c(c1O)-c1c(O)c(OC)cc3c1C(C2)[N+](C)(C)CC3,,local|unified,2
COc1cc(C)c2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,,local|unified,2
COc1cc(C)c2c3cc[nH]c(C)c-3nc2c1,,local|unified,2
COc1cc(C)c2cc(C(C)C(=O)O)ccc2c1,,local|unified,2
COc1cc(C)cc(-c2nc3c(C(N)=O)cccc3[nH]2)c1,,local|unified,2
COc1cc(C)cc(C2(O)CCCCC2CN(C)C)c1,,local|unified,2
COc1cc(C)cc(O)c1,,local|pyrfume|unified,3
COc1cc(C)cc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,,local|unified,2
COc1cc(C)cc(OC)c1O,,local|pyrfume|unified,3
COc1cc(C)nc(-n2nc(C)cc2OC)n1,,local|unified,2
COc1cc(C2(O)CCCCC2CN(C)C)ccc1C,,local|unified,2
COc1cc(C2(O)CCCCC2CN(C)C)ccc1O,,local|unified,2
COc1cc(C2OC(C)C(C)O2)ccc1O,,local|pyrfume|unified,3
COc1cc(C2OC(C)CC(C)(C)O2)ccc1O,,local|pyrfume|unified,3
COc1cc(C2OCC(C)O2)ccc1O,,local|pyrfume|unified,3
COc1cc(C2OCC(COC3CC(C)CCC3C(C)C)O2)ccc1O,,local|pyrfume|unified,3
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,,local|unified,2
COc1cc(C2Oc3cc(O)cc(O)c3CC2OC(=O)c2cc(O)c(O)c(O)c2)cc(O)c1O,,local|unified,2
COc1cc(C2c3c(C)c4c(c(O)c3CC3COC(=O)C32)OCO4)cc(OC)c1OC,,local|unified,2
COc1cc(C2c3c(O)c4c(c(O)c3CC3COC(=O)C32)OCO4)cc(OC)c1OC,,local|unified,2
COc1cc(C2c3cc4c(c(O)c3CC3COC(=O)C32)OCO4)c(C)c(OC)c1OC,,local|unified,2
COc1cc(C2c3cc4c(c(O)c3CC3COC(=O)C32)OCO4)c(O)c(OC)c1OC,,local|unified,2
COc1cc(C2c3cc4c(c(O)c3CC3COC(=O)C32)OCO4)cc(OC)c1OC,,local|unified,2
COc1cc(C2c3cc4c(c(O)c3CC3COC(O)C32)OCO4)cc(OC)c1OC,,local|unified,2
COc1cc(C2c3cc4c(c(OC(C)=O)c3CC3COC(=O)C32)OCO4)cc(OC)c1OC,,local|unified,2
COc1cc(C2c3cc4c(c(OC)c3CC3COC(=O)C32)OCO4)cc(OC)c1OC,,local|unified,2
COc1cc(C2c3cc4c(c(OC5OC(CO)C(O)C(O)C5O)c3CC3COC(=O)C32)OCO4)cc(OC)c1OC,,local|unified,2
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,,local|unified,2
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,local|unified,2
COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1O,,local|unified,2
COc1cc(C2c3cc4c(cc3CC3COC(=O)C32)OCO4)cc(OC)c1OC,,local|unified,2
COc1cc(C=C(C#N)C#N)ccc1O,,local|unified,2
COc1cc(C=C(C#N)C(=O)NCc2ccccc2)ccc1O,,local|unified,2
COc1cc(C=C(C#N)C(=O)c2ccc(O)c(O)c2)cc(I)c1O,,local|unified,2
COc1cc(C=C(C#N)C(=O)c2ccc(O)c(O)c2)ccc1O,,local|unified,2
COc1cc(C=C(C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,,local|unified,2
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,,local|unified,2
COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,,local|unified,2
COc1cc(C=CC(=O)O)cc(OC)c1O,,local|pyrfume|unified,3
COc1cc(C=CC(=O)O)ccc1O,,local|unified,2
COc1cc(C=CC(=O)OCCc2ccccc2)cc(C)c1OC,,local|unified,2
COc1cc(C=CC(=O)OCCc2ccccc2)cc(O)c1OC,,local|unified,2
COc1cc(C=CC(=O)[O-])ccc1O.[Na+],,local|unified,2
COc1cc(C=CC(C)=O)ccc1O,,local|unified,2
COc1cc(C=CC=O)cc(OC)c1O,,local|unified,2
COc1cc(C=CC=O)ccc1O,,local|pyrfume|unified,3
COc1cc(C=Cc2cc(O)c(CC=C(C)CCC=C(C)C)c(O)c2)cc2c1OC1(C)CC(O)C(O)C(C)(C)C1C2,,local|unified,2
COc1cc(C=Cc2cc(O)c(CC=C(C)CCCC(C)(C)O)c(O)c2)cc2c1OC1(C)CC(O)C(O)C(C)(C)C1C2,,local|unified,2
COc1cc(C=Cc2ccc(OC)cc2OC)cc(OC)c1,,local|unified,2
COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,,local|pyrfume|unified,3
COc1cc(C=O)cc(OC)c1O,,local|pyrfume|unified,3
COc1cc(C=O)ccc1OC(=O)C(C)C,,local|pyrfume|unified,3
COc1cc(C=O)ccc1OC1OC(CO)C(O)C(O)C1O,,local|unified,2
COc1cc(CC(=O)O)ccc1O,,local|unified,2
COc1cc(CC(C)(NN)C(=O)O)ccc1O,,local|unified,2
COc1cc(CC(C)N)c(OC)cc1I,,local|unified,2
COc1cc(CC(N)C(=O)O)ccc1O,,local|unified,2
COc1cc(CC2C(=O)OCC2Cc2ccc3c(c2)OCO3)cc(OC)c1OC,,local|unified,2
COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,,local|unified,2
COc1cc(CC=O)ccc1O,,local|pyrfume|unified,3
COc1cc(CCC(C)=O)ccc1O,,local|pyrfume|unified,3
COc1cc(CCC=O)ccc1O,,local|pyrfume|unified,3
COc1cc(CCCS(=O)(=O)[O-])ccc1OC(Cc1cccc(OC)c1O)CS(=O)(=O)[O-].[Ca+2],,local|pyrfume|unified,3
COc1cc(CCN)c(C)c(OC)c1OC,,local|unified,2
COc1cc(CCN)c(O)c(OC)c1OC,,local|unified,2
COc1cc(CCN)cc(OC)c1OC,,local|unified,2
COc1cc(CCN)ccc1O,,local|unified,2
COc1cc(CC[NH+](C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc(C)c1OC,,local|unified,2
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,,local|pyrfume|unified,3
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,,local|unified,2
COc1cc(CO)cc(OC)c1O,,local|pyrfume|unified,3
COc1cc(CO)ccc1O,,local|pyrfume|unified,3
COc1cc(Cc2c[nH+]c(N)nc2N)cc(OCCCC(CCC(=O)[O-])C(=O)[O-])c1Br,,local|unified,2
COc1cc(Cc2c[nH+]c(N)nc2N)cc(OCCCC(CCC(=O)[O-])C([O-])O)c1Br,,local|unified,2
COc1cc(Cc2c[nH+]c(N)nc2N)cc(OCCCC(CCC([O-])O)C(=O)[O-])c1Br,,local|unified,2
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,,local|unified,2
COc1cc(Cc2cnc(N)nc2N)cc(OCCCC(CCC(=O)O)C(=O)O)c1Br,,local|unified,2
COc1cc(Cl)c(OCc2ccc(COc3c(Cl)cccc3Cl)cc2)cc1C,,local|unified,2
COc1cc(Cl)c(OCc2ccc(COc3c(Cl)cccc3Cl)cc2)cc1O,,local|unified,2
COc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,,local|unified,2
COc1cc(F)c(C(O)CN)cc1O,,local|unified,2
COc1cc(N(CC(=O)O)CC(=O)O)c2nc(COc3ccc(C)cc3N(CC(=O)O)CC(=O)O)ccc2c1,,local|unified,2
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,,local|unified,2
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,,local|unified,2
COc1cc(N2C(=O)C=CC2=O)ccc1C(=O)O,,local|unified,2
COc1cc(NC(C)CCCN)c2ncccc2c1,,local|unified,2
COc1cc(NCc2ccc3nc(N)[nH+]c(N)c3c2C)cc(OC)c1OC,,local|unified,2
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,,local|unified,2
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,,local|unified,2
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,,local|unified,2
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,,local|unified,2
COc1cc(O)c(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC,,local|unified,2
COc1cc(O)c(C=CC(=O)OCCc2ccccc2)cc1OC,,local|unified,2
COc1cc(O)c(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,,local|unified,2
COc1cc(O)c(O)c(O)c1,,local|unified,2
